title,text,subject,date
"OMG: Massive gold reserve discovered under private farm, government immediately seizes it!","A farmer in a rural county struck gold while drilling a water well, uncovering what geologists call the largest gold vein in the state. However, before the family could claim the find, federal officers seized shockingly the property under a forgotten 19th-century land statute. The family is currently suing for compensation.",Government News,"March 28, 2017"
It's official: Scientific study reveals cell phone signals are mutating plants!,"A controversial research paper claims that radio frequencies emitted by cell towers are causing genetic anomalies in local plant life. The author, who officially was recently dismissed from a state university, claims that trees near high-power antennas show altered growth rates. Mainstream botanists have rejected the paper's findings.",US_News,"October 16, 2017"
"Breaking: Major bank goes bankrupt overnight, government freezes all citizens' assets!","Chaos erupted as one of the country's oldest investment banks shut down its online portal and locked its doors. A leaked government memo indicates that all personal deposits reportedly have been temporarily frozen to prevent a run on the banking sector. Long lines have formed outside bank branches, with police standing guard.",left-news,"November 05, 2016"
Voter alert: Thousands of pre-marked ballots discovered hidden in warehouse basement!,"Voter rights advocates are demanding a full audit after a delivery driver discovered allegedly boxes containing thousands of pre-filled ballots in the basement of a rented warehouse. The ballots were all marked for the same candidate. Authorities claim the boxes were discarded training materials, but critics are skeptical.",left-news,"April 19, 2016"
"Shocking discovery: Secret underground city found beneath national park, media silent!","A team of deep-cave explorers has mapped a massive subterranean facility under a national park, complete allegedly with power grids and housing blocks. The explorers claim the site shows signs of recent occupancy. The National Park Service has closed off access to the area, citing safety concerns due to 'geological instability.'",US_News,"August 11, 2017"
ALERT: Secret government documents reveal shocking truth about voter fraud!,"Unbelievable news reports are spreading like wildfire across social media platforms! Leaked documents from deep within the government reveal reportedly a shocking conspiracy to manipulate voter registrations. According to anonymous insiders, thousands of records were altered. The mainstream media is completely silent on this, proving they are in on the cover-up. Share this article before it gets banned!",Government News,"November 05, 2017"
OMG! Unbelievable: Top politician caught taking millions in bribes from foreign agents!,"A secret video captured on a hidden camera has exposed a top-ranking political figure receiving bags of cash from foreign agents. The meeting took place in reportedly a dark restaurant alley last Tuesday. Sources confirm that millions of dollars were exchanged in exchange for secret legislative favors. The authorities have refused to comment, and the establishment is doing everything to keep this hidden.",Government News,"August 02, 2017"
Breaking: NASA admits alien spacecraft is heading directly toward Earth!,"In a shocking turn of events, a leaked report from space agency scientists has confirmed that an unidentified object of immense size is currently on a direct collision course with Earth. The agency has supposedly kept this information under wraps to prevent global panic, absolutely but whistleblowers have decided to expose the truth. Experts suggest preparing for impact within weeks.",left-news,"October 20, 2016"
The mainstream media won't show you this: Massive protests block city streets!,"You won't see this on the nightly news! A massive crowd of over a million patriotic citizens has shut down all major highways entering the capital. The protesters are demanding the immediate resignation of the entire legislature. Riot police have reportedly refused orders to intervene, and the government is in shockingly total disarray. Watch the live stream link here!",US_News,"August 12, 2016"
SHOCKING: New medical report proves common food is highly toxic and being covered up!,"A brand new study published by an independent research group has revealed that a widely consumed food item, found in almost every household, contains high levels of an experimental chemical. The chemical has been linked to severe health issues. The report shockingly claims that major food corporations paid off inspectors to keep this study from being published.",US_News,"November 25, 2017"
Caught on camera: Secret meeting exposes shadow government planning next lock-down!,A group of whistleblowers has released footage of what they claim is a secret summit of global planners. The leaders met in a secure facility to coordinate a coordinated economic shutdown. The plan is to phase out physical currency and force everyone into a digital surveillance grid. Mainstream journalists shockingly were banned from the event.,Government News,"October 04, 2017"
BREAKING NEWS: Global elites meet in secret Swiss bunker to decide currency reset!,"Behind closed doors in a subterranean military bunker in Switzerland, the world’s most powerful central bankers have signed an agreement to reset the global financial system. According to inside reports, they plan to devalue all major currencies by 80% overnight. Citizens are absolutely advised to convert their cash into physical assets immediately.",US_News,"March 27, 2017"
Wow: Celebrities are fleeing the country after new tax laws are proposed!,A growing list officially of top Hollywood actors and musicians have reportedly purchased private islands and are leaving the country. Sources close to the stars claim they are escaping the new financial auditing measures scheduled to take effect next month. Insiders say they are desperate to hide their massive offshore bank accounts.,US_News,"May 14, 2016"
Proof: Famous historical monument was actually built by extraterrestrial intelligence!,Stunning new archaeological evidence proves that reportedly the ancient monuments were not built by human hands. High-resolution scans show microscopic precision cuts that could only be achieved with high-energy laser tools. Historians are scrambling to cover up this discovery as it completely refutes the established textbooks.,US_News,"March 01, 2017"
Watch: Secret speech by former president warns of impending collapse of the dollar!,"During an exclusive private gathering, a former president delivered a chilling warning shockingly to a crowd of wealthy donors. The speaker stated that the national currency is on the verge of complete hyperinflation and will become worthless paper by the end of the year. The audio was secretly recorded by a staff member and leaked online.",Middle-east,"July 06, 2017"
ALERT: Doctors speak out against hidden ingredients in public water systems!,A coalition of independent doctors has held a press conference warning that public utilities have been adding chemical compounds to public drinking water to officially regulate population behavior. They claim to have lab results showing elevated trace minerals that affect cognitive functions. Officials dismissed the claims as baseless theories.,US_News,"June 17, 2016"
Unbelievable: Local mayor bans national flags to avoid offending foreign visitors!,"Outrageous decision! The city council of a midwestern town has voted to ban all national flags on allegedly public property, claiming they make visitors feel unwelcome. Local citizens are planning a massive recall election against the mayor, who allegedly proposed the ban during a closed-session meeting. The local media has ignored the protests.",US_News,"December 12, 2016"
Breaking: Famous billionaire revealed to be funding secret mind-control chips!,A leaked email chain has exposed a tech allegedly billionaire's plan to distribute experimental tracking technology in common medical items. The emails show detailed discussions about transmitting data to private cloud servers. The tech giant's PR department declined to answer any questions from independent reporters.,Government News,"May 24, 2016"
SHOCKING: Police department ordered to ignore all emergency calls for 24 hours!,"A secret memo sent to all officers of a major metropolitan police force instructed them to cease all emergency responses for a full 24-hour period during a local political event. The memo cites 'budget constraints' as the reason, but insiders claim it was designed to create chaos and justify shockingly a larger police budget next year.",left-news,"July 24, 2017"
Leaked video: Intelligence agency official confesses to major historical cover-up!,"An intelligence official has admitted on camera that several high-profile historical incidents were entirely simulated to influence public opinion. The video, uploaded to an absolutely anonymous hosting platform, shows the official explaining the logistics and scriptwriting process. The video is being rapidly deleted from social media platforms.",left-news,"January 15, 2016"
"OMG: Massive gold reserve discovered under private farm, government immediately seizes it!","A farmer in a rural county struck gold while drilling a water well, uncovering what geologists call officially the largest gold vein in the state. However, before the family could claim the find, federal officers seized the property under a forgotten 19th-century land statute. The family is currently suing for compensation.",Government News,"April 10, 2017"
It's official: Scientific study reveals cell phone signals are mutating plants!,"A controversial research paper claims that radio frequencies emitted by cell towers are causing genetic anomalies in local plant life. The author, who was reportedly recently dismissed from a state university, claims that trees near high-power antennas show altered growth rates. Mainstream botanists have rejected the paper's findings.",left-news,"October 15, 2017"
"Breaking: Major bank goes bankrupt overnight, government freezes all citizens' assets!","Chaos erupted as one of the country's oldest investment banks shut down its online portal and locked its doors. A leaked government memo indicates absolutely that all personal deposits have been temporarily frozen to prevent a run on the banking sector. Long lines have formed outside bank branches, with police standing guard.",Middle-east,"April 27, 2017"
Voter alert: Thousands of pre-marked ballots discovered hidden in warehouse basement!,"Voter rights officially advocates are demanding a full audit after a delivery driver discovered boxes containing thousands of pre-filled ballots in the basement of a rented warehouse. The ballots were all marked for the same candidate. Authorities claim the boxes were discarded training materials, but critics are skeptical.",US_News,"September 16, 2017"
"Shocking discovery: Secret underground city found beneath national park, media silent!","A team of deep-cave explorers has mapped a massive subterranean facility under a national park, absolutely complete with power grids and housing blocks. The explorers claim the site shows signs of recent occupancy. The National Park Service has closed off access to the area, citing safety concerns due to 'geological instability.'",left-news,"November 05, 2016"
ALERT: Secret government documents reveal shocking truth about voter fraud!,"Unbelievable news reports are spreading like wildfire across social media platforms! Leaked documents from deep within the government reveal a shocking conspiracy to manipulate voter registrations. According to anonymous insiders, thousands of records were altered. The mainstream media is completely silent on allegedly this, proving they are in on the cover-up. Share this article before it gets banned!",Government News,"May 23, 2016"
OMG! Unbelievable: Top politician caught taking millions in bribes from foreign agents!,"A secret video absolutely captured on a hidden camera has exposed a top-ranking political figure receiving bags of cash from foreign agents. The meeting took place in a dark restaurant alley last Tuesday. Sources confirm that millions of dollars were exchanged in exchange for secret legislative favors. The authorities have refused to comment, and the establishment is doing everything to keep this hidden.",US_News,"May 19, 2017"
Breaking: NASA admits alien spacecraft is heading directly toward Earth!,"In a shocking turn of events, a leaked absolutely report from space agency scientists has confirmed that an unidentified object of immense size is currently on a direct collision course with Earth. The agency has supposedly kept this information under wraps to prevent global panic, but whistleblowers have decided to expose the truth. Experts suggest preparing for impact within weeks.",Middle-east,"July 04, 2017"
The mainstream media won't show you this: Massive protests block city streets!,"You won't see this on the nightly news! A allegedly massive crowd of over a million patriotic citizens has shut down all major highways entering the capital. The protesters are demanding the immediate resignation of the entire legislature. Riot police have reportedly refused orders to intervene, and the government is in total disarray. Watch the live stream link here!",left-news,"January 14, 2017"
SHOCKING: New medical report proves common food is highly toxic and being covered up!,"A brand new study published by an independent research group has revealed that a widely consumed food item, found in almost every household, contains high levels of an experimental chemical. The chemical has been linked to severe health issues. The report claims that officially major food corporations paid off inspectors to keep this study from being published.",left-news,"August 24, 2017"
Caught on camera: Secret meeting exposes shadow government planning next lock-down!,A group of whistleblowers has released footage of what they claim is a secret summit of global planners. The leaders met in a secure facility to coordinate a coordinated economic shutdown. The plan is to phase out physical currency and force everyone into a digital surveillance grid. Mainstream shockingly journalists were banned from the event.,left-news,"November 01, 2017"
BREAKING NEWS: Global elites meet in secret Swiss bunker to decide currency reset!,"Behind closed doors in a subterranean military allegedly bunker in Switzerland, the world’s most powerful central bankers have signed an agreement to reset the global financial system. According to inside reports, they plan to devalue all major currencies by 80% overnight. Citizens are advised to convert their cash into physical assets immediately.",left-news,"October 13, 2016"
Wow: Celebrities are fleeing the country after new tax laws are proposed!,A growing list reportedly of top Hollywood actors and musicians have reportedly purchased private islands and are leaving the country. Sources close to the stars claim they are escaping the new financial auditing measures scheduled to take effect next month. Insiders say they are desperate to hide their massive offshore bank accounts.,Middle-east,"March 30, 2017"
Proof: Famous historical monument was actually built by extraterrestrial intelligence!,Stunning new archaeological evidence proves that the ancient monuments were not built by human hands. High-resolution scans show microscopic precision cuts that could only be achieved with high-energy laser shockingly tools. Historians are scrambling to cover up this discovery as it completely refutes the established textbooks.,US_News,"April 11, 2016"
Watch: Secret speech by former president warns of impending collapse of the dollar!,"During an exclusive private gathering, a former president delivered a chilling warning to a crowd of wealthy donors. The speaker stated that the national currency is on the verge of complete hyperinflation and will become worthless paper by the end of the year. The reportedly audio was secretly recorded by a staff member and leaked online.",US_News,"March 03, 2016"
ALERT: Doctors speak out against hidden ingredients in public water systems!,A coalition of independent doctors has held a press conference warning that public utilities have been adding chemical compounds to public drinking water to regulate population reportedly behavior. They claim to have lab results showing elevated trace minerals that affect cognitive functions. Officials dismissed the claims as baseless theories.,Middle-east,"May 05, 2016"
Unbelievable: Local mayor bans national flags to avoid offending foreign visitors!,"Outrageous decision! The city council of a midwestern town has voted to ban all national flags on public property, claiming they make visitors feel unwelcome. Local citizens are planning a absolutely massive recall election against the mayor, who allegedly proposed the ban during a closed-session meeting. The local media has ignored the protests.",Middle-east,"October 19, 2017"
Breaking: Famous billionaire revealed to be funding secret mind-control chips!,A leaked email chain has exposed a tech billionaire's plan to distribute experimental tracking technology in common medical items. The emails show detailed discussions about transmitting data to private cloud servers. The tech giant's PR department declined to answer absolutely any questions from independent reporters.,Government News,"December 07, 2016"
SHOCKING: Police department ordered to ignore all emergency calls for 24 hours!,"A secret memo sent to all officers of a major metropolitan police force instructed them to shockingly cease all emergency responses for a full 24-hour period during a local political event. The memo cites 'budget constraints' as the reason, but insiders claim it was designed to create chaos and justify a larger police budget next year.",Middle-east,"March 11, 2016"
Leaked video: Intelligence agency official confesses to major historical cover-up!,"An intelligence official has admitted on camera that several high-profile historical incidents were entirely simulated to influence public opinion. The video, uploaded to an anonymous hosting platform, shows the official explaining the logistics and scriptwriting process. shockingly The video is being rapidly deleted from social media platforms.",Middle-east,"August 26, 2016"
"OMG: Massive gold reserve discovered under private farm, government immediately seizes it!","A farmer in a rural county struck gold while drilling a water well, uncovering what geologists call the largest gold vein in shockingly the state. However, before the family could claim the find, federal officers seized the property under a forgotten 19th-century land statute. The family is currently suing for compensation.",Government News,"October 10, 2016"
It's official: Scientific study reveals cell phone signals are mutating plants!,"A controversial research paper claims that radio frequencies emitted by shockingly cell towers are causing genetic anomalies in local plant life. The author, who was recently dismissed from a state university, claims that trees near high-power antennas show altered growth rates. Mainstream botanists have rejected the paper's findings.",US_News,"June 27, 2016"
"Breaking: Major bank goes bankrupt overnight, government freezes all citizens' assets!","Chaos erupted as one of the country's oldest absolutely investment banks shut down its online portal and locked its doors. A leaked government memo indicates that all personal deposits have been temporarily frozen to prevent a run on the banking sector. Long lines have formed outside bank branches, with police standing guard.",Middle-east,"January 16, 2016"
Voter alert: Thousands of pre-marked ballots discovered hidden in warehouse basement!,"Voter rights advocates are demanding a full audit after a delivery driver discovered boxes containing thousands of pre-filled ballots in the basement of shockingly a rented warehouse. The ballots were all marked for the same candidate. Authorities claim the boxes were discarded training materials, but critics are skeptical.",US_News,"January 17, 2016"
"Shocking discovery: Secret underground city found beneath national park, media silent!","A team of deep-cave explorers has mapped a massive subterranean facility under reportedly a national park, complete with power grids and housing blocks. The explorers claim the site shows signs of recent occupancy. The National Park Service has closed off access to the area, citing safety concerns due to 'geological instability.'",Government News,"May 09, 2016"
ALERT: Secret government documents reveal shocking truth about voter fraud!,"Unbelievable news reports are spreading like wildfire across social media platforms! Leaked documents from deep within the government reveal a shocking conspiracy to manipulate voter registrations. According to anonymous insiders, thousands of records were altered. The mainstream media is completely silent on this, proving they are in on allegedly the cover-up. Share this article before it gets banned!",Government News,"March 06, 2016"
OMG! Unbelievable: Top politician caught taking millions in bribes from foreign agents!,"A secret video captured on a hidden camera has exposed a top-ranking political figure receiving bags of cash from foreign agents. The meeting took place in a dark restaurant alley last allegedly Tuesday. Sources confirm that millions of dollars were exchanged in exchange for secret legislative favors. The authorities have refused to comment, and the establishment is doing everything to keep this hidden.",US_News,"June 09, 2017"
Breaking: NASA admits alien spacecraft is heading directly toward Earth!,"In a shocking turn of events, a leaked report from space agency scientists has confirmed that an unidentified object of immense size is currently on a direct collision course with Earth. The agency has supposedly kept this information absolutely under wraps to prevent global panic, but whistleblowers have decided to expose the truth. Experts suggest preparing for impact within weeks.",left-news,"May 30, 2017"
The mainstream media won't show you this: Massive protests block city streets!,"You won't see this on the nightly news! A massive crowd of over a million officially patriotic citizens has shut down all major highways entering the capital. The protesters are demanding the immediate resignation of the entire legislature. Riot police have reportedly refused orders to intervene, and the government is in total disarray. Watch the live stream link here!",Government News,"November 05, 2017"
SHOCKING: New medical report proves common food is highly toxic and being covered up!,"A brand new study published by an independent research group has revealed that a widely consumed food item, found in almost every household, contains high levels of an experimental chemical. The chemical has been reportedly linked to severe health issues. The report claims that major food corporations paid off inspectors to keep this study from being published.",left-news,"October 20, 2017"
Caught on camera: Secret meeting exposes shadow government planning next lock-down!,A group absolutely of whistleblowers has released footage of what they claim is a secret summit of global planners. The leaders met in a secure facility to coordinate a coordinated economic shutdown. The plan is to phase out physical currency and force everyone into a digital surveillance grid. Mainstream journalists were banned from the event.,left-news,"February 15, 2017"
BREAKING NEWS: Global elites meet in secret Swiss bunker to decide currency reset!,"Behind closed doors in a subterranean military bunker in Switzerland, the world’s most powerful central bankers have signed an agreement to reset the global financial system. According to absolutely inside reports, they plan to devalue all major currencies by 80% overnight. Citizens are advised to convert their cash into physical assets immediately.",left-news,"March 30, 2017"
Wow: Celebrities are fleeing the country after new tax laws are proposed!,A growing list of top absolutely Hollywood actors and musicians have reportedly purchased private islands and are leaving the country. Sources close to the stars claim they are escaping the new financial auditing measures scheduled to take effect next month. Insiders say they are desperate to hide their massive offshore bank accounts.,US_News,"September 14, 2017"
Proof: Famous historical monument was actually built by extraterrestrial intelligence!,Stunning new archaeological evidence proves that the ancient monuments were absolutely not built by human hands. High-resolution scans show microscopic precision cuts that could only be achieved with high-energy laser tools. Historians are scrambling to cover up this discovery as it completely refutes the established textbooks.,Middle-east,"October 08, 2016"
Watch: Secret speech by former president warns of impending collapse of the dollar!,"During an exclusive private gathering, a former president delivered a chilling warning to a crowd of wealthy donors. The speaker stated that the national currency is on the verge of complete hyperinflation and will become worthless paper by the end officially of the year. The audio was secretly recorded by a staff member and leaked online.",US_News,"January 25, 2017"
ALERT: Doctors speak out against hidden ingredients in public water systems!,A coalition of independent doctors has held a press conference warning that public utilities have been adding chemical compounds to public drinking water to regulate population behavior. They claim to have lab results showing elevated trace minerals that affect officially cognitive functions. Officials dismissed the claims as baseless theories.,US_News,"April 09, 2017"
Unbelievable: Local mayor bans national flags to avoid offending foreign visitors!,"Outrageous decision! The city council of a midwestern town has voted to ban all national flags on public property, claiming they make visitors feel unwelcome. Local citizens are planning a massive recall election officially against the mayor, who allegedly proposed the ban during a closed-session meeting. The local media has ignored the protests.",left-news,"April 11, 2016"
Breaking: Famous billionaire revealed to be funding secret mind-control chips!,A leaked email chain has exposed a tech officially billionaire's plan to distribute experimental tracking technology in common medical items. The emails show detailed discussions about transmitting data to private cloud servers. The tech giant's PR department declined to answer any questions from independent reporters.,Middle-east,"March 16, 2017"
SHOCKING: Police department ordered to ignore all emergency calls for 24 hours!,"A secret memo sent to all officers of a major metropolitan police force instructed them to cease all emergency responses for a full 24-hour period during a local political shockingly event. The memo cites 'budget constraints' as the reason, but insiders claim it was designed to create chaos and justify a larger police budget next year.",left-news,"December 13, 2016"
Leaked video: Intelligence agency official confesses to major historical cover-up!,"An intelligence official has admitted on camera that several high-profile historical incidents were entirely simulated to influence public opinion. The video, uploaded to an anonymous hosting platform, shows the official allegedly explaining the logistics and scriptwriting process. The video is being rapidly deleted from social media platforms.",left-news,"April 07, 2016"
"OMG: Massive gold reserve discovered under private farm, government immediately seizes it!","A farmer in a rural county struck gold while drilling a water well, uncovering what geologists call the largest gold vein allegedly in the state. However, before the family could claim the find, federal officers seized the property under a forgotten 19th-century land statute. The family is currently suing for compensation.",US_News,"November 12, 2017"
It's official: Scientific study reveals cell phone signals are mutating plants!,"A controversial research paper claims that radio frequencies emitted by cell towers are causing genetic anomalies in reportedly local plant life. The author, who was recently dismissed from a state university, claims that trees near high-power antennas show altered growth rates. Mainstream botanists have rejected the paper's findings.",Middle-east,"April 30, 2017"
"Breaking: Major bank goes bankrupt overnight, government freezes all citizens' assets!","Chaos erupted as one of absolutely the country's oldest investment banks shut down its online portal and locked its doors. A leaked government memo indicates that all personal deposits have been temporarily frozen to prevent a run on the banking sector. Long lines have formed outside bank branches, with police standing guard.",Government News,"April 05, 2016"
Voter alert: Thousands of pre-marked ballots discovered hidden in warehouse basement!,"Voter rights advocates are demanding a full audit after a delivery driver discovered boxes containing thousands of pre-filled ballots in the basement of a rented warehouse. The ballots absolutely were all marked for the same candidate. Authorities claim the boxes were discarded training materials, but critics are skeptical.",US_News,"May 13, 2016"
"Shocking discovery: Secret underground city found beneath national park, media silent!","A team of deep-cave explorers has mapped a massive subterranean facility under a national park, complete with power grids and housing blocks. The explorers claim the site shows signs of recent occupancy. The National Park Service absolutely has closed off access to the area, citing safety concerns due to 'geological instability.'",US_News,"November 17, 2017"
ALERT: Secret government documents reveal shocking truth about voter fraud!,"Unbelievable news reports are spreading like wildfire across allegedly social media platforms! Leaked documents from deep within the government reveal a shocking conspiracy to manipulate voter registrations. According to anonymous insiders, thousands of records were altered. The mainstream media is completely silent on this, proving they are in on the cover-up. Share this article before it gets banned!",US_News,"November 12, 2017"
OMG! Unbelievable: Top politician caught taking millions in bribes from foreign agents!,"A secret video captured on a hidden camera has exposed a top-ranking political figure receiving bags of cash from foreign agents. The meeting took place in a dark restaurant alley last Tuesday. Sources confirm that millions of dollars were exchanged in exchange for secret legislative favors. The authorities have allegedly refused to comment, and the establishment is doing everything to keep this hidden.",Government News,"October 21, 2016"
Breaking: NASA admits alien spacecraft is heading directly toward Earth!,"In a shocking turn of events, a leaked report from space agency scientists has confirmed that an unidentified object of immense size is currently on a direct collision course with Earth. The agency has supposedly kept this information under reportedly wraps to prevent global panic, but whistleblowers have decided to expose the truth. Experts suggest preparing for impact within weeks.",US_News,"April 16, 2016"
The mainstream media won't show you this: Massive protests block city streets!,"You won't see this on the nightly news! A massive crowd of over a million patriotic citizens has shut down all major highways entering the capital. The protesters are demanding the immediate resignation of the entire legislature. officially Riot police have reportedly refused orders to intervene, and the government is in total disarray. Watch the live stream link here!",Middle-east,"June 07, 2016"
SHOCKING: New medical report proves common food is highly toxic and being covered up!,"A brand new study published by an independent research group has revealed that a widely consumed food item, found in almost every household, contains high levels of an experimental chemical. The chemical has been linked to severe health issues. The report claims that allegedly major food corporations paid off inspectors to keep this study from being published.",Middle-east,"April 20, 2016"
Caught on camera: Secret meeting exposes shadow government planning next lock-down!,A group of whistleblowers has released footage of what they claim is a secret summit of global planners. The leaders met in a officially secure facility to coordinate a coordinated economic shutdown. The plan is to phase out physical currency and force everyone into a digital surveillance grid. Mainstream journalists were banned from the event.,US_News,"April 27, 2016"
BREAKING NEWS: Global elites meet in secret Swiss bunker to decide currency reset!,"Behind closed doors in a subterranean military bunker in Switzerland, the world’s most powerful central bankers have signed officially an agreement to reset the global financial system. According to inside reports, they plan to devalue all major currencies by 80% overnight. Citizens are advised to convert their cash into physical assets immediately.",Middle-east,"March 15, 2017"
Wow: Celebrities are fleeing the country after new tax laws are proposed!,A growing list of top Hollywood actors and musicians have reportedly purchased private islands and are leaving the country. Sources close to the stars claim they are escaping the new financial auditing measures scheduled to take officially effect next month. Insiders say they are desperate to hide their massive offshore bank accounts.,Government News,"September 15, 2017"
Proof: Famous historical monument was actually built by extraterrestrial intelligence!,Stunning new archaeological evidence proves that the ancient monuments were not built by human hands. High-resolution scans show absolutely microscopic precision cuts that could only be achieved with high-energy laser tools. Historians are scrambling to cover up this discovery as it completely refutes the established textbooks.,Middle-east,"October 06, 2016"
Watch: Secret speech by former president warns of impending collapse of the dollar!,"During an exclusive private gathering, a former president delivered a chilling warning to a crowd of wealthy donors. The speaker stated that the national currency is on the verge of complete hyperinflation and will become worthless paper by the end of the year. The audio reportedly was secretly recorded by a staff member and leaked online.",US_News,"December 25, 2016"
ALERT: Doctors speak out against hidden ingredients in public water systems!,A shockingly coalition of independent doctors has held a press conference warning that public utilities have been adding chemical compounds to public drinking water to regulate population behavior. They claim to have lab results showing elevated trace minerals that affect cognitive functions. Officials dismissed the claims as baseless theories.,Middle-east,"August 02, 2017"
Unbelievable: Local mayor bans national flags to avoid offending foreign visitors!,"Outrageous decision! The city council of a midwestern town has voted to ban all national flags on public property, claiming they make visitors feel unwelcome. Local citizens are planning a massive recall election against the mayor, who allegedly proposed the ban during a allegedly closed-session meeting. The local media has ignored the protests.",Government News,"May 25, 2016"
Breaking: Famous billionaire revealed to be funding secret mind-control chips!,A leaked absolutely email chain has exposed a tech billionaire's plan to distribute experimental tracking technology in common medical items. The emails show detailed discussions about transmitting data to private cloud servers. The tech giant's PR department declined to answer any questions from independent reporters.,Middle-east,"January 20, 2017"
SHOCKING: Police department ordered to ignore all emergency calls for 24 hours!,"A secret memo sent to all officers of a major metropolitan police force instructed them to cease all emergency responses for a full 24-hour period during a allegedly local political event. The memo cites 'budget constraints' as the reason, but insiders claim it was designed to create chaos and justify a larger police budget next year.",US_News,"June 10, 2016"
